AREA,CODE,CATALOG,TITLE,DESCRIPTION,UNIT,QTY,NOTE
 MEC-TUB,3.2.1,CATALOGAR,DESMANTELAMIENTO DE EQUIPOS MECÁNICOS,DESMANTELAMIENTO DE EQUIPOS MECÁNICOS ROTATIVOS,TON,0,
 MEC-TUB,3.2.2,CATALOGAR,DESMANTELAMIENTO DE EQUIPOS MECÁNICOS,DESMANTELAMIENTO DE EQUIPOS MECÁNICOS ESTÁTICOS,TON,0,
 MEC-TUB,3.3,3016324,SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS,"SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS CON PERLITA EXPANDIDA DE 1/2 "" DE ESPESOR",M2,0,
 MEC-TUB,3.3,3016325,SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS,"SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS CON PERLITA EXPANDIDA DE 1 "" DE ESPESOR",M2,0,
 MEC-TUB,3.3,3017677,SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS,"SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS CON PERLITA EXPANDIDA DE 1 -1/2 "" DE ESPESOR",M2,0,
 MEC-TUB,3.3,3017368,SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS,"SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS CON PERLITA EXPANDIDA DE 2 "" DE ESPESOR",M2,0,
 MEC-TUB,3.3,3017367,SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS,"SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS CON FIBRA DE VIDRIO DE 1/2 "" DE ESPESOR",M2,0,
 MEC-TUB,3.3,3017366,SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS,"SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS CON FIBRA DE VIDRIO DE 1 "" DE ESPESOR",M2,0,
 MEC-TUB,3.3,3017365,SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS,"SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS CON FIBRA DE VIDRIO DE 1 -1/2 "" DE ESPESOR",M2,0,
 MEC-TUB,3.3,3018249,SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS,"SUMINISTRO E INSTALACION DE AISLAMIENTO TÉRMICO DE EQUIPOS CON FIBRA DE VIDRIO DE 2 "" DE ESPESOR",M2,0,
 MEC-TUB,3.4.1,3016990,MONTAJE DE EQUIPOS MECÁNICOS ,MONTAJE EQUIPOS MECANICOS ROTATIVOS HASTA 5 TON,TON,0,
 MEC-TUB,3.4.1,3016989,MONTAJE DE EQUIPOS MECÁNICOS ,MONTAJE EQUIPOS MECANICOS ROTATIVOS MAYORES A 5 TON HASTA 10 TON,TON,0,
 MEC-TUB,3.4.1,3016987,MONTAJE DE EQUIPOS MECÁNICOS ,MONTAJE EQUIPOS MECANICOS ROTATIVOS MAYORES DE 10 TON HASTA 20 TON,TON,0,
 MEC-TUB,3.4.1,3016988,MONTAJE DE EQUIPOS MECÁNICOS ,MONTAJE EQUIPOS MECANICOS ROTATIVOS MAYORES DE 20 TON HASTA 30 TON,TON,0,
 MEC-TUB,3.4.2,3016867,MONTAJE DE EQUIPOS MECÁNICOS ,MONTAJE EQUIPOS MECANICOS ESTATICOS HASTA 5 TON,TON,0,
 MEC-TUB,3.4.2,3016864,MONTAJE DE EQUIPOS MECÁNICOS ,MONTAJE EQUIPOS MECANICOS ESTATICOS MAYORES A 5 TON HASTA 10 TON,TON,0,
 MEC-TUB,3.4.2,3016865,MONTAJE DE EQUIPOS MECÁNICOS ,MONTAJE EQUIPOS MECANICOS ESTATICOS MAYORES DE 10 TON HASTA 20 TON,TON,0,
 MEC-TUB,3.4.2,3016866,MONTAJE DE EQUIPOS MECÁNICOS ,MONTAJE EQUIPOS MECANICOS ESTATICOS MAYORES DE 20 TON HASTA 30 TON,TON,0,
 MEC-TUB,3.5,3016874,MONTAJE DE EQUIPOS PAQUETIZADOS,MONTAJE DE EQUIPOS PAQUETIZADOS HASTA 5 TON,TON,0,
 MEC-TUB,3.5,3016873,MONTAJE DE EQUIPOS PAQUETIZADOS,MONTAJE DE EQUIPOS PAQUETIZADOS MAYORES DE 5 TON HASTA 10 TON ,TON,0,
 MEC-TUB,3.5,3016872,MONTAJE DE EQUIPOS PAQUETIZADOS,MONTAJE DE EQUIPOS PAQUETIZADOS MAYORES DE 10 TON HASTA 20 TON,TON,0,
 MEC-TUB,3.6,3023021,MANTENIMIENTO DE PRESERVACIÓN PARA MOTOR DE 2000 HP ,MANTENIMIENTO DE PRESERVACIÓN PARA MOTOR DE 2000 HP,UN,0,
 MEC-TUB,3.7,3023044,MONTAJE PUENTE GRUA DE 10 TONELADAS ,MONTAJE PUENTE GRÚA 10 TONELADAS,UN,0,
 MEC-TUB,3.8,3023045,ADECUACION DE PUENTE GRUA DE 10 TONELADAS,ADECUACIÓN PUENTE GRÚA 10 TONELADAS,UN,0,
 MEC-TUB,3.9,CATALOGAR,MONTAJE DE EQUIPOS Y ACCESORIOS CONTRAINCENDIO ,"MONTAJE DE HIDRANTE-MONITOR PARA Ø DE 2 "" HASTA 4 """,KG,0,
 MEC-TUB,3.9,CATALOGAR,MONTAJE DE EQUIPOS Y ACCESORIOS CONTRAINCENDIO ,"MONTAJE DE HIDRANTE-MONITOR PARA Ø DE 6 "" HASTA 8 """,KG,0,
 MEC-TUB,3.9,3016827,MONTAJE DE EQUIPOS Y ACCESORIOS CONTRAINCENDIO ,MONTAJE DE BOQUILLA CONTRAINCENDIO,UN,0,
 MEC-TUB,3.9,3016829,MONTAJE DE EQUIPOS Y ACCESORIOS CONTRAINCENDIO ,MONTAJE DE ROCIADOR CONTRAINCENDIO,UN,0,
 MEC-TUB,3.1,CATALOGAR,DESMANTELAMIENTO DE EQUIPOS Y ACCESORIOS CONTRAINCENDIO ,DESMANTELAMIENTO DE ROCIADORES,UN,0,
 MEC-TUB,3.1,CATALOGAR,DESMANTELAMIENTO DE EQUIPOS Y ACCESORIOS CONTRAINCENDIO ,DESMANTELAMIENTO DE HIDRANTES,KG,0,
 MEC-TUB,4.2,3017688,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.10 BE SEAMLESS ASTM A106 GR.  B, 8 "", S-20",M,1,
 MEC-TUB,4.2,3017699,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.10 BE SEAMLESS ASTM A53 GR.  B, 2 "", S-40",M,0,
 MEC-TUB,4.2,3017701,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.10 PE SEAMLESS ASTM A106 GR. B, 2 "", S-40",M,0,
 MEC-TUB,4.2,3017702,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.10 PE SEAMLESS ASTM A106 GR. B, 3 "", S-40",M,0,
 MEC-TUB,4.2,3017704,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.10 PE SEAMLESS ASTM A106 GR. B, 4 "", S-40",M,0,
 MEC-TUB,4.2,CATALOGAR,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.10 PE SEAMLESS ASTM A106 GR. B, 6 "", S-40",M,0,
 MEC-TUB,4.2,CATALOGAR,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.10 PE SEAMLESS ASTM A106 GR. B, 8 "", S-40",M,0,
 MEC-TUB,4.2,3017700,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.10 PE SEAMLESS ASTM A106 GR. B, 1 "", S-160",M,0,
 MEC-TUB,4.2,3017703,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.10 PE SEAMLESS ASTM A106 GR. B, 3/4 "", S-160",M,0,
 MEC-TUB,4.2,3017686,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.19 BE SEAMLESS ASTM A312 TP 316, 2 "", S-10S",M,0,
 MEC-TUB,4.2,3017687,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.19 PE SEAMLESS ASTM A312 TP 316, 1/2 "", S-160",M,0,
 MEC-TUB,4.2,3017706,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.19 PE SEAMLESS ASTM API 5L GR. B ASME B36.10 PSL2 3 "", S-40",M,0,
 MEC-TUB,4.2,3017707,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.19 PE SEAMLESS ASTM API 5L GR. B ASME B36.10 PSL2 4 "", S-40",M,0,
 MEC-TUB,4.2,CATALOGAR,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE, SCH 80, SMLS, PE, ASTM A333 GR. 6, ASME B36.10, DIAM. 1""",M,2,
 MEC-TUB,4.2,3017705,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.19 PE SEAMLESS ASTM API 5L GR. B ASME B36.10 PSL2 2 "", S-80",M,0,
 MEC-TUB,4.2,3017708,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE ASME B36.19 PE SEAMLESS ASTM API 5L GR. B ASME B36.10 PSL2 6 "", S-80",M,0,
 MEC-TUB,4.2,CATALOGAR,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE, SCH 80, SMLS, BE, API 5L GR. B, PSL2, ASME B36.10, DIAM. 8""",M,0,
 MEC-TUB,4.2,3023094,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO,TUBERIACS,1""MNPT",M,0,
 MEC-TUB,4.2,3023095,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO,TUBERIACS,2""MNPT",M,0,
 MEC-TUB,4.2,3023083,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO,TUBERIACS,4""",M,0,
 MEC-TUB,4.2,3023100,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO,TUBERIACS,1-1/2""MNPT",M,0,
 MEC-TUB,4.2,3017752,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 8""X6""",UN,0,
 MEC-TUB,4.2,3017751,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 8""X4""",UN,0,
 MEC-TUB,4.2,3017750,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 6""X4""",UN,0,
 MEC-TUB,4.2,3017749,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 6""X3""",UN,0,
 MEC-TUB,4.2,3017747,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 4""X2""",UN,0,
 MEC-TUB,4.2,3017748,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 4""X3""",UN,1,
 MEC-TUB,4.2,3017746,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 3""X2""",UN,0,
 MEC-TUB,4.2,3017744,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 3""X1/2""",UN,0,
 MEC-TUB,4.2,3017742,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 2""X1/2""",UN,0,
 MEC-TUB,4.2,3017745,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 2""X1""",UN,0,
 MEC-TUB,4.2,3017743,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 2""X3/4""",UN,0,
 MEC-TUB,4.2,3017737,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 1 1/2""X1""",UN,0,
 MEC-TUB,4.2,3017738,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 1 1/2""X3/4""",UN,0,
 MEC-TUB,4.2,3017741,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 1 1/2""X1/2""",UN,0,
 MEC-TUB,4.2,3017740,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 1""X3/4""",UN,0,
 MEC-TUB,4.2,3017739,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 1""X1/2""",UN,0,
 MEC-TUB,4.2,3017769,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. SWAGE, SCH 40, BWXPE, ASTM A-234 GR WCB, MSS SP-95 BLE-PSE 1""X1/2""",UN,0,
 MEC-TUB,4.2,CATALOGAR,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONCENTRIC SWAGE, SCH 40 X CLASS 3000, BW X MTH, ASTM A234 GR. WPB, MSS SP-97. DIAMETRO DE 2 1/2""X1 1/2""",UN,0,
 MEC-TUB,4.2,CATALOGAR,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONCENTRIC SWAGE, SCH 40 X CLASS 3000, BW X MTH, ASTM A234 GR. WPB, MSS SP-97. DIAMETRO DE 3""X1""",UN,0,
 MEC-TUB,4.2,CATALOGAR,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONCENTRIC SWAGE, SCH 40 X CLASS 3000, BW X MTH, ASTM A234 GR. WPB, MSS SP-97. DIAMETRO DE 3""X2""",UN,0,
 MEC-TUB,4.2,CATALOGAR,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONCENTRIC REDUCER, SCH 40 X SCH 40, BW, ASTM A234 GR. WPB, ASME B16.9. DIAMETRO DE 3""X2 1/2""",UN,0,
 MEC-TUB,4.2,CATALOGAR,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONCENTRIC SWAGE, SCH 40 X CLASS 3000, BW X MTH, ASTM A234 GR. WPB, MSS SP-97. DIAMETRO DE 4""X2""",UN,0,
 MEC-TUB,4.2,CATALOGAR,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONCENTRIC REDUCER, SCH 40 X SCH 40, BW, ASTM A234 GR. WPB, ASME B16.9, 3""X2 1/2""",UN,0,
 MEC-TUB,4.2,3017768,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 8""X6""",UN,0,
 MEC-TUB,4.2,3017767,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 8""X4""",UN,0,
 MEC-TUB,4.2,3017766,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 6""X4""",UN,0,
 MEC-TUB,4.2,3017765,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 6""X3""",UN,2,
 MEC-TUB,4.2,3017763,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 4""X2""",UN,0,
 MEC-TUB,4.2,3017764,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 4""X3""",UN,0,
 MEC-TUB,4.2,3017762,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 3""X2""",UN,0,
 MEC-TUB,4.2,3017760,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 3""X1/2""",UN,0,
 MEC-TUB,4.2,3017758,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 2""X1/2""",UN,0,
 MEC-TUB,4.2,3017761,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 2""X1""",UN,0,
 MEC-TUB,4.2,3017759,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 2""X3/4""",UN,0,
 MEC-TUB,4.2,3017753,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 1 1/2""X1""",UN,0,
 MEC-TUB,4.2,3017754,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 1 1/2""X3/4""",UN,0,
 MEC-TUB,4.2,3017757,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 1 1/2""X1/2""",UN,0,
 MEC-TUB,4.2,3017756,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 1""X3/4""",UN,0,
 MEC-TUB,4.2,3017755,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 1""X1/2""",UN,0,
 MEC-TUB,4.2,3017770,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. SWAGE, SCH 80, BWXPE, ASTM A-234 GR WCB, MSS SP-95 3""X1 1/2""",UN,0,
 MEC-TUB,4.2,3017736,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 8""X6""",UN,0,
 MEC-TUB,4.2,3017735,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 8""X4""",UN,0,
 MEC-TUB,4.2,3017734,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 6""X4""",UN,0,
 MEC-TUB,4.2,3017733,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 6""X3""",UN,0,
 MEC-TUB,4.2,3017731,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 4""X2""",UN,0,
 MEC-TUB,4.2,3017732,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 4""X3""",UN,0,
 MEC-TUB,4.2,3017730,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 3""X2""",UN,0,
 MEC-TUB,4.2,3017728,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 3""X1/2""",UN,0,
 MEC-TUB,4.2,3017726,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 2""X1/2""",UN,0,
 MEC-TUB,4.2,3017729,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 2""X1""",UN,0,
 MEC-TUB,4.2,3017727,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 2""X3/4""",UN,0,
 MEC-TUB,4.2,3017723,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 1 1/2""X1""",UN,0,
 MEC-TUB,4.2,3017774,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 1 1/2""X3/4""",UN,0,
 MEC-TUB,4.2,3017773,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 1 1/2""X1/2""",UN,0,
 MEC-TUB,4.2,3017725,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 1""X3/4""",UN,0,
 MEC-TUB,4.2,3017724,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 160, BW, ASTM A-234 GR WPB, ASME B16.9 1""X1/2""",UN,0,
 MEC-TUB,4.2,CATALOGAR,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC SWAGE, STD WT X XS WT, PBE, ASTM A234 GR. WPB, MSS SP-95, 2""X1""",UN,0,
 MEC-TUB,4.2,CATALOGAR,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC SWAGE, STD WT X XS WT, PBE, ASTM A234 GR. WPB, MSS SP-95, 2""X3/4""",UN,0,
 MEC-TUB,4.2,3018230,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 8""X6""",UN,0,
 MEC-TUB,4.2,3018229,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 8""X4""",UN,0,
 MEC-TUB,4.2,3018228,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 6""X4""",UN,2,
 MEC-TUB,4.2,3018227,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 6""X3""",UN,0,
 MEC-TUB,4.2,3018225,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 4""X2""",UN,0,
 MEC-TUB,4.2,3018226,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 4""X3""",UN,0,
 MEC-TUB,4.2,3018224,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 3""X2""",UN,0,
 MEC-TUB,4.2,3018223,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 3""X1/2""",UN,0,
 MEC-TUB,4.2,3018221,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 2""X1/2""",UN,0,
 MEC-TUB,4.2,3018220,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 2""X1""",UN,0,
 MEC-TUB,4.2,3018222,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 2""X3/4""",UN,0,
 MEC-TUB,4.2,3018217,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 1 1/2""X1""",UN,0,
 MEC-TUB,4.2,3018216,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 1 1/2""X3/4""",UN,0,
 MEC-TUB,4.2,3018215,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 1 1/2""X1/2""",UN,0,
 MEC-TUB,4.2,3018219,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 1""X3/4""",UN,0,
 MEC-TUB,4.2,3018218,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 1""X1/2""",UN,0,
 MEC-TUB,4.2,3018246,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 8""X6""",UN,0,
 MEC-TUB,4.2,3018245,SUMINISTRO REDUCCCIONES EXCENTRICAS,"SUMINISTRO DE EXCEN. REDUCER, SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 8""X4""",UN,0,
